,name,album,artist,release_date,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
25,O Magnum Mysterium: O magnum mysterium,Lauridsen: O Magnum Mysterium / Lux Aeterna / Madrigali / Les Chansons Des Roses,Morten Lauridsen,2006-01-01,48,0S0YKiEdR9cT9pYgEaTevF,0.0623,0.0116,2,-27.893,1,0.0567,0.991,0.445,0.0816,0.0331,65.057,415800,3
26,Spring 1,"Recomposed By Max Richter: Vivaldi, The Four Seasons",Max Richter,2014-01-01,65,5xbuJuQsTVheVZvX2AJVIv,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,151507,3
27,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",Prokofiev: Romeo and Juliet,Sergei Prokofiev,1973,54,7HSs4srn1qnZhh7WRWBVOk,0.21,0.101,0,-19.383,1,0.0403,0.927,0.902,0.0776,0.153,86.314,341693,4
28,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",Grieg: Piano Concerto; Lyric Pieces,Edvard Grieg,2015-05-18,49,2Z4aQJh0kesRMookvtfR4y,0.302,0.119,9,-18.059,0,0.0386,0.975,0.887,0.11,0.0381,94.4,820853,4
29,"Barber: Adagio for Strings, Op. 11",Samuel Barber - Adagio (100th anniversary),Samuel Barber,2010-01-18,56,1CSaCKPIp2yCIDL3t7Fyau,0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,537427,3
30,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,Khachaturian: Spartacus and Gayaneh highlights etc,Aram Khachaturian,1993,46,2nVt0n0aSj3AwZjakMvDHX,0.165,0.106,8,-21.742,1,0.039,0.807,0.782,0.105,0.0336,105.651,592040,3
31,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Borodin: Prince Igor (Highlights) / In the Steppes of Central Asia,Alexander Borodin,2005-08-01,48,4Dcm4KMuDz0l01weeSpD4J,0.292,0.246,2,-14.96,1,0.0385,0.922,0.525,0.107,0.0859,109.766,642573,4
32,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro","Mozart: Symphonies Nos. 39, 40 & 41 ""Jupiter""",Wolfgang Amadeus Mozart,2020-02-28,49,2fC30Rt5tFa6FA2jNb4fiz,0.326,0.33,7,-12.967,0,0.0406,0.871,0.749,0.128,0.293,118.668,435160,4
33,"Elégie in C Minor, Op. 24 (Arr. Parkin)","Elégie in C Minor, Op. 24 (Arr. Parkin)",Gabriel Fauré,2019-11-28,0,4QfYHdV8hMoyS9qKUct98q,0.115,0.0422,8,-24.137,1,0.0404,0.966,0.919,0.0896,0.037,87.855,455467,3
34,"Ravel: Pavane pour une infante défunte, M. 19",Ravel: Complete Works for Solo Piano,Maurice Ravel,2016-01-15,58,3MRQn2RYo2VLYMoStnLRxu,0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,346587,3
35,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",French Impressions,Joshua Bell,2012-01-06,49,0xX7kREWmOGBWzYNcpZwRN,0.25,0.135,9,-18.615,1,0.0488,0.958,0.0349,0.0477,0.179,94.404,364093,4
36,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",Tchaikovsky: Piano Concerto No. 1,Valery Gergiev,2012-08-28,47,1Xy6MHSaX3IUGGqst6RzYM,0.212,0.119,1,-20.511,1,0.0366,0.976,0.907,0.087,0.0396,84.346,1252322,3
37,Spiegel im Spiegel - Version for Violin and Piano,Arvo Pärt: Alina,Arvo Pärt,1999-10-15,51,4wudbbceOZKjRlhTtbHvAs,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,636000,3
38,"Symphony No. 8 In B Minor, D.759 - ""Unfinished"": 1. Allegro moderato","Schubert: Symphony No.8 ""Unfinished""; Symphony No.9 ""Great""",Franz Schubert,1997-01-01,40,52GmHO5DikTIKc3yBmTTT1,0.1,0.0354,11,-17.211,0,0.0387,0.901,0.865,0.125,0.0426,73.968,906000,4
39,The Sorcerer's Apprentice,Fantasia 2000,Various Artists,1999-01-01,46,2OHnoGjn6X6kDwzO7Rw0Y9,0.351,0.206,1,-22.657,1,0.0597,0.797,0.255,0.0738,0.0839,130.415,577440,4
40,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",Volodos Plays Brahms,Johannes Brahms,2017-04-07,61,1Oo7XEqkrwifJn17aA0ocF,0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,378733,4
41,"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio","Mozart: Serenade in B Flat - ""Gran Partita""; Serenade in E Flat",Wolfgang Amadeus Mozart,2005-01-01,51,5Zf5prtvv7KRQ1J6kNn4C6,0.191,0.0363,3,-25.31,1,0.0409,0.991,0.924,0.141,0.0372,69.754,330293,4
42,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",Chopin - Piano Works,Frédéric Chopin,2000,64,2MSgFefjK0T7Iwjvr3OKqV,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,259493,4
43,Il barbiere di Siviglia: Overture (Sinfonia),Rossini: Complete Overtures (3 CDs),Gioachino Rossini,2003-01-01,0,4dGkPPLnIdVgogqpyaAjbc,0.322,0.14,4,-20.747,1,0.0489,0.906,0.759,0.125,0.285,92.122,425000,4
44,"Turandot: ""Nessun dorma!""",Puccini: Turandot - Highlights,Giacomo Puccini,1973-01-01,59,74WjYdm3Lvbwnds4thYPUU,0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,177333,4
45,"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King","Grieg: Peer Gynt, Op. 23 (Excerpts) - Sony Classical Masters",Edvard Grieg,1989,47,3VQ7hwiEfaHDl3AySgyaiR,0.436,0.151,11,-20.745,0,0.0603,0.955,0.793,0.11,0.359,103.777,153267,4
46,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",Paganini: 24 Caprices,Niccolò Paganini,2000-02-01,54,6cC6h5E351deEGFd7Kh9uy,0.465,0.128,9,-17.628,0,0.0519,0.978,0.271,0.0423,0.428,111.471,268853,4
47,"Dolly, Op. 56: 1. Berceuse",Fauré: Dolly Suite; Nocturnes; Barcarolles; Impromptus,Gabriel Fauré,2015-01-01,62,3NbAsIxDL0fVgNuCLD152P,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,176518,4
48,"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga",Bach: Goldberg Variations (Deluxe Edt. Studio + Live),Johann Sebastian Bach,2020-09-04,0,1ENZ1YHuOp5MMFJlWBQ6V7,0.31,0.0555,7,-25.695,1,0.0395,0.994,0.906,0.121,0.566,70.515,140040,4
49,"Symphonic Variations on an African Air, Op.63",Butterworth: The Banks of Green Willow; A Shropshire Lad/ /McGunn: The Land of the Mountain and the Flood/Coleridge-Taylor: Symphonic Variations on an African Air &c.,Royal Liverpool Philharmonic Orchestra,1993-01-01,0,2ceu417OdiSxzR3K7B1n2M,0.224,0.0291,7,-26.167,1,0.0455,0.959,0.845,0.106,0.0538,121.131,1215573,4
50,The Rite of Spring: Part One: Adoration of the Earth: Introduction,Stravinsky: Le Sacre du Printemps,Igor Stravinsky,2015-10-09,46,1MiWGSGDC5mGoP3MNclZ7s,0.101,0.0241,11,-30.172,0,0.0485,0.947,0.847,0.0693,0.0329,87.14,208587,3
51,"Rêverie, L. 68: Rêverie",Debussy Piano Edition,Claude Debussy,2012-01-01,60,43bSKCMWHIuBsUVmQcDX1J,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000,3
52,Violin Concerto No. 10 in G Major: Largo,"Saint-Georges: Violin Concertos No. 1, Op. 3 and Nos. 2 and 10",Joseph Boulogne Chevalier de Saint-Georges,2004-08-01,51,3Rw0Rg4LjlYnuxIyioW3vg,0.212,0.0517,2,-24.467,1,0.0525,0.928,0.639,0.112,0.152,185.678,397640,3
53,"The Gadfly Suite, Op. 97a: VIII. Romance",Soft Classical Music for Sleeping,Various Artists,2019-05-24,46,6VDHdry8ytOL2WWbePDxSD,0.116,0.0694,0,-23.624,1,0.0497,0.969,0.644,0.109,0.0377,169.789,195333,4
54,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",Vivaldi: The Four Seasons,Antonio Vivaldi,2008,56,64ZxBE1ZgK4C0lGljXzDcG,0.48,0.163,5,-19.117,0,0.0645,0.81,0.754,0.093,0.212,158.366,204147,4
55,Young Person's Guide To The Orchestra,Last Night of the Proms,Royal Philharmonic Orchestra,2007-08-03,44,0w4LgJ5G1Xz5jLS3HX8oyq,0.218,0.117,0,-18.585,1,0.0489,0.94,0.861,0.15,0.0599,77.009,1050893,4
56,Rhapsody In Blue,"Rhapsody In Blue: Saint-Säens, Ravel, Gershwin",Benjamin Grosvenor,2012-01-01,43,0yzhOPf0iw2qWwcXRRta5L,0.309,0.258,9,-15.327,1,0.0459,0.976,0.69,0.0924,0.115,74.568,890000,4
57,"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live","Poulenc: Piano Concerto, Organ Concerto & Stabat Mater (Live)",Francis Poulenc,2018-08-01,42,6kg7bfwsTKzRqnBGGv4VqR,0.193,0.0839,8,-22.849,1,0.0406,0.971,0.822,0.118,0.0569,85.556,580253,4
58,"Pelléas et Mélisande, Op. 80: 4. Sicilienne",Fauré: Requiem; Pelléas et Mélisande; Pavane for Orchestra and Choir,Gabriel Fauré,1988-01-01,43,0oIQl9tFpCiKBRavEIIGzo,0.164,0.0194,3,-34.126,1,0.0434,0.938,0.859,0.0939,0.0581,101.708,233400,3
59,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",Tchaikovsky: Serenade for Strings - Grieg: Holberg Suite - Mozart: Eine kleine Nachtmusik,Moscow Soloists,2008-09-24,48,7uf3aFC1msj0t5cYImgOWy,0.241,0.122,7,-22.411,1,0.0497,0.925,0.66,0.126,0.187,66.325,209373,4
60,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Beethoven: Symphonies Nos.5 & 7,Ludwig van Beethoven,1995-01-01,61,6cUCckpdlqHJ5Ascf2uH2A,0.248,0.298,0,-15.661,0,0.0395,0.957,0.9,0.0943,0.157,97.853,442000,4
61,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018",Beethoven: Complete Piano Concertos (Live at Konzerthaus Berlin / 2018),Ludwig van Beethoven,2019-09-13,44,76wXMaJVSr0nSsKsSdwAiu,0.166,0.0363,11,-26.822,1,0.0381,0.978,0.922,0.0882,0.039,84.467,473787,4
62,On The Nature Of Daylight,The Blue Notebooks,Max Richter,2014-01-01,0,5DFUsGW4Cmltv8Spd0u1aV,0.0891,0.341,10,-12.681,0,0.046,0.145,0.836,0.111,0.0334,85.231,371747,3
63,"St. Matthew Passion, BWV 244 / Part Two: ""Erbarme dich""","Bach, J.S. St. Matthew Passion - Arias & Choruses",Johann Sebastian Bach,1987-01-01,42,58Q96yWnuBqlKEGd2vGyAg,0.24,0.0648,4,-25.208,0,0.0426,0.935,0.0272,0.258,0.0771,95.286,423107,3
64,"Hungarian Dance No. 5 in G Minor, WoO 1, No. 5",Brahms: Hungarian Dances / Dvorak: Slavonic Dances,Budapest Festival Orchestra,2012-01-01,40,5d6FOGCa0EDqCJSpccEh8s,0.359,0.046,6,-18.725,0,0.0407,0.901,0.118,0.277,0.263,127.653,152160,4
65,"Ave Maria, D. 839",Sacred Songs (US Bonus Track Version),Renée Fleming,2005-01-01,47,4GnVpbnWjHFrpXjAcPHvqM,0.12,0.138,10,-15.538,1,0.048,0.994,0.686,0.11,0.043,67.894,256573,4
66,"Cello Concerto No.1, Op.107: 1. Allegretto",Shostakovich: Cello Concertos Nos.1 & 2,Dmitri Shostakovich,1985-01-01,0,7dchPojQcmY6eMBFJAo64i,0.463,0.162,7,-24.484,0,0.045,0.963,0.825,0.0943,0.374,125.514,359667,4
67,"Goldberg Variations, BWV 988: Aria da capo - 1981 Version","A State of Wonder: The Complete Goldberg Variations, BWV 988 (Recorded 1955 & 1981)",Johann Sebastian Bach,2002-08-27,43,1aTpzY2ggWHhPi8p2f56u1,0.436,0.00518,7,-36.593,1,0.067,0.995,0.932,0.0788,0.275,135.286,224133,5
68,"Cello Concerto In B Minor, Op.104, B. 191: 1. Allegro",Dvorák: Cello Concerto / Tchaikovsky: Variations on a Rococo Theme,Mstislav Rostropovich,1995-01-01,0,0neipEnwEzyd66aUqUsg5P,0.231,0.133,2,-20.274,1,0.0437,0.963,0.659,0.135,0.0564,122.239,942000,4
69,Piazzolla: Libertango,The Sound of Piazzolla,Various Artists,2017-05-26,43,0mcgXc8P5GyGtP9aY7zir6,0.367,0.316,9,-14.49,0,0.0429,0.927,0.779,0.113,0.242,149.089,273562,4
70,Symphony No. 3 in C Minor: II. Andante ma non troppo,Florence Price: Symphonies Nos. 1 & 3,Florence Beatrice Price,2021-09-24,42,5Wj90oTRAxvTUivep2HlUu,0.096,0.0325,8,-24.978,1,0.0416,0.977,0.852,0.0738,0.035,87.85,572520,4
71,"Mephisto Waltz No. 1, S. 514",Liszt: Piano Works,Franz Liszt,2011-05-20,45,1dFVnX4mJTnWubAPE8S3OR,0.356,0.152,4,-20.155,1,0.0406,0.981,0.903,0.0807,0.04,132.413,662600,4
72,"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo - Live","Dvořák: Symphony No. 9 ""From the New World"" (Live)",Antonín Dvořák,2000-01-01,43,3jLcwFns5S9OYQojN8XAkJ,0.154,0.00261,1,-36.267,1,0.0419,0.89,0.763,0.125,0.0366,83.549,775307,4
73,Merry Christmas Mr. Lawrence (Arr. Metcalfe),Merry Christmas Mr. Lawrence,Various Artists,2019-11-01,0,5bVlEvO3SadcOyh6rnWW4P,0.339,0.0588,10,-17.647,0,0.0373,0.984,0.862,0.12,0.198,105.916,277148,4
74,"Tsar Saltan, Op. 57: Flight of the Bumblebee",Rimsky-Korsakov: Scheherazade / Flight Of The Bumblebee,Fritz Reiner,1995-08-15,42,4fDodwdZ1LBDL2I2WCnUMY,0.458,0.11,9,-22.234,0,0.0309,0.977,0.903,0.359,0.481,83.43,84267,4
75,"Symphony No.5 in E flat, Op.82: 3. Allegro molto","Sibelius: The Complete Symphonies, Vol.1 (2 CDs)",Jean Sibelius,1995-01-01,0,7xGcLLeK1de0I71lH28DeM,0.144,0.0868,8,-23.338,1,0.0387,0.891,0.904,0.177,0.0737,94.463,482000,3
76,"String Sextet in D Minor, Op. 70, ""Souvenir de Florence"": I. Allegro con spirito",Tchaikovsky,Pyotr Ilyich Tchaikovsky,2016-03-04,45,72jIJDADnBLJKXV2yxv5N0,0.352,0.235,2,-16.235,1,0.0398,0.894,0.675,0.396,0.329,109.16,626240,1
77,"Sonata for 2 pianos in D, K.448: 1. Allegro con spirito",Mozart: Music for 2 Pianos; Piano Duets (2 CDs),Wolfgang Amadeus Mozart,1991-01-01,0,5i7bLnNE0R3m1MNUY7UsqT,0.377,0.173,9,-21.377,1,0.0329,0.991,0.909,0.103,0.558,132.187,500500,4
78,Hummel: Trumpet Concerto In E Flat - Iii Rondo,Trumpet Concertos,Tine Thing Helseth,2007-11-12,43,246ntJR3A2s7B5E40FTCLf,0.496,0.249,3,-18.131,1,0.0411,0.98,0.934,0.12,0.719,144.239,224640,4
79,"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",Love and Death - Widmung (Liebeslied),Robert Schumann,2019-04-12,0,5U7T2widXE5MqoQ6dmi3O9,0.357,0.0464,8,-20.868,1,0.0434,0.992,0.859,0.109,0.0417,69.859,239333,3
80,"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse","Dvořák: Serenade for Strings, Czech Suite",Antonín Dvořák,1991-01-01,58,3sAYxq1986j3ydqLv6jwUJ,0.0,0.0842,9,-19.397,1,0.0,0.755,0.889,0.262,0.0,0.0,432533,0
81,"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",The Lark Ascending collection,Various Artists,2012-03-05,52,2dEbRirkEtImY7HdYxrgRS,0.0716,0.0408,7,-28.284,1,0.0399,0.851,0.901,0.0844,0.0377,77.047,349760,4
82,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Awakening of Cheerful Feelings Upon Arrival in the Country: Allegro ma non troppo","Beethoven: Symphony No. 6 in F Major, Op. 68 ""Pastoral"" - Kancheli: Dixi",Ludwig van Beethoven,2015-10-02,42,408VC5UfnAh3Uhl0RQpbkA,0.302,0.0355,0,-24.074,1,0.0363,0.932,0.304,0.043,0.186,115.104,716933,4
83,"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",Chopin Favourites,Frédéric Chopin,1990-01-01,46,2TB6PQkgnw9rrFRK4VOOrC,0.411,0.0487,10,-25.68,1,0.0383,0.985,0.918,0.0944,0.101,128.859,248933,1
84,"Violin Concerto In E Minor, Op.64, MWV O14: 1. Allegro molto appassionato",Mendelssohn: Violin Concerto / Bruch: Violin Concerto / Scottish Fantasy,Kyung Wha Chung,1982-01-01,0,2mPd1593fOWtbSGqA0VVcS,0.278,0.151,4,-19.607,0,0.042,0.917,0.122,0.273,0.167,99.212,730667,4
85,"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio",Mozart: Clarinet Concerto/Piano Concerto No. 25,Wolfgang Amadeus Mozart,1959,43,63cA2QfqtWZa0GGPZnYc0K,0.0999,0.0241,2,-25.651,1,0.0432,0.98,0.766,0.0623,0.0396,89.001,532040,3
86,"Respighi: Pini di Roma, P. 141: III. I pini del Gianicolo","Respighi: Fontane di Roma, Pina di Roma, Feste Romane & Il Tramonto",Ottorino Respighi,2007-06-27,47,5CfxpBCYwfB17MMgARumHl,0.0754,0.0102,4,-35.69,1,0.0464,0.901,0.106,0.0817,0.0331,81.324,462162,4
87,"The Nutcracker, Op.71, TH.14 / Act 2: No. 12b Coffee (Arabian Dance)",Tchaikovsky: The Nutcracker,Pyotr Ilyich Tchaikovsky,1998-10-05,0,5eQKtxGSPvl9NEPXAuzzTJ,0.156,0.00709,7,-34.153,0,0.0382,0.941,0.799,0.0986,0.041,97.925,191160,3
88,"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",Bruch & Dvorak Violin Concertos,Julia Fischer,2013-01-01,39,3uLsZpdHrJsR9AjrrxMI66,0.169,0.0974,3,-21.414,1,0.042,0.864,0.632,0.087,0.0524,170.379,473893,5
89,Orfeo Ed Euridice: Dance of the Blessed Spirits (Act II),Albinoni: Adagio in G minor / Pachelbel: Canon,Berliner Philharmoniker,1984-01-01,46,6GDuB7BvASYD9JePYvOEX1,0.203,0.0641,5,-27.51,1,0.0529,0.972,0.94,0.101,0.0978,73.105,410160,3
90,"Comptine d'un autre été, l'après-midi",Amélie (Original Soundtrack),Yann Tiersen,2001-04-23,4,4O2N861eOnF9q8EtpH8IJu,0.484,0.192,2,-15.378,1,0.0465,0.991,0.908,0.106,0.0559,100.084,140733,4
91,Appalachian Spring: VII. Doppio movimento,"Copland: Appalachian Spring, Rodeo, Billy the Kid & Fanfare for the Common Man",Aaron Copland,1960,43,6vS8JCT9WqTFeAuu8smjRF,0.186,0.124,1,-15.271,1,0.0434,0.978,0.865,0.111,0.248,77.903,183267,4
92,Nascence,Journey (Original Video Game Soundtrack),Austin Wintory,2012-04-10,0,6zcP5A5Xv6bvCUpwXrswKa,0.203,0.112,11,-18.029,0,0.0418,0.936,0.935,0.126,0.0374,72.483,106960,4
93,Speaking Unto Nations (Beethoven Symphony no 7 - II ),The King's Speech OST,Alexandre Desplat,2010-01-01,45,4EcOBeGY1r0j26Z8FJ1nVZ,0.093,0.0249,4,-20.74,0,0.0463,0.513,0.805,0.0831,0.0365,79.369,302987,3
94,"Symphony No. 3 in F Major, Op. 90: I. Allegro con brio - Un poco sostenuto - Tempo I",Brahms: The Symphonies,Johannes Brahms,2013-01-01,38,7vJhOBgOkXyEJvw1vsU6HB,0.156,0.0978,5,-16.326,1,0.0371,0.976,0.893,0.0854,0.0638,179.447,703720,3
95,"Carmen, Act I: No.5 Habanera : L'amour est un oiseau rebelle (Carmen/Cigarières/Jeunes gens/Dragons)",Bizet : Carmen,Georges Bizet,2003-02-25,49,3pzBD8BVdrv7VJ7glRYshl,0.364,0.0592,2,-21.757,1,0.057,0.978,0.0,0.0823,0.185,123.789,275467,4
96,"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",Schubert: Impromptus Opp.90 & 142,Franz Schubert,1983-01-01,0,1M2RkUUJ9wXRsW3jN1MCHS,0.343,0.0209,8,-27.015,1,0.0398,0.987,0.922,0.126,0.0393,125.242,497773,3
97,"Tchaikovsky: 1812 Overture in E-Flat Major, Op. 49",Tchaikovsky : Symphony No.5 & 1812 Overture,Pyotr Ilyich Tchaikovsky,1996-01-01,49,6mhQ7eOHaV0ur2ooKTavW1,0.173,0.182,3,-18.848,1,0.0437,0.886,0.894,0.224,0.0781,70.831,905667,4
98,Parce Mihi Domine,Officium,Jan Garbarek,1994-09-01,51,46tPGzCXCI2oKsemztDA9u,0.193,0.0656,10,-19.239,1,0.0471,0.995,0.829,0.119,0.0359,128.975,402493,3
99,"Organ Sonata No. 4, BWV 528: II. Andante [Adagio] (Transcr. by August Stradal)",Johann Sebastian Bach,Johann Sebastian Bach,2018-09-07,52,5Pl2CXDkaP6WEnJ0bpKGOm,0.384,0.0414,11,-23.019,0,0.0378,0.992,0.897,0.0684,0.0618,71.224,326520,4
0,The Force,Monstercat 001 - Launch Week,Various Artists,2011-07-12,0,0fpe72EoMsxUx8HtFN8bRs,0.579,0.854,9,-3.887,1,0.0359,5.57e-05,0.123,0.166,0.224,139.995,206576,4
1,Hello?,Monstercat 001 - Launch Week,Various Artists,2011-07-12,0,4ArVy7YMDHiOT2G5EglhAK,0.315,0.751,5,-3.779,0,0.0698,0.00142,0.936,0.157,0.1,104.29,361826,3
2,Dubstep Killed Rock 'n' Roll,Monstercat 001 - Launch Week,Various Artists,2011-07-12,0,6KqD9pcQsYmkRWmsIeuSUI,0.293,0.827,0,-5.649,1,0.0401,0.000166,0.0155,0.312,0.0785,140.002,260683,4
3,Still Walking,Monstercat 001 - Launch Week,Various Artists,2011-07-12,0,3P4VNsi3OHHsGgw7O6Xf97,0.594,0.784,3,-5.196,0,0.0394,0.000214,0.184,0.374,0.336,130.047,201245,4
4,Some Wobbles,Monstercat 002 - Early Stage,Various Artists,2011-08-26,0,5L7BYMs14YYlAwB4dTQlRl,0.581,0.799,7,-8.764,1,0.0318,0.00393,0.766,0.0791,0.339,139.994,315862,4
5,Another World,Monstercat 002 - Early Stage,Various Artists,2011-08-26,0,75l8ugtb6LYF4ATtqzSJJu,0.645,0.919,7,-3.824,1,0.291,0.000431,0.67,0.124,0.704,139.973,232295,4
6,Totally Radical,Monstercat 002 - Early Stage,Various Artists,2011-08-26,0,0Js1GFfd96RIfbdCMy5FOe,0.47,0.936,8,-4.426,1,0.0377,0.00133,0.0966,0.115,0.133,139.991,226777,4
7,Metropolis,Monstercat 002 - Early Stage,Various Artists,2011-08-26,0,5kY511bVzSfkfTiv80csXp,0.719,0.563,0,-7.638,0,0.0658,0.00151,0.888,0.093,0.318,136.016,269793,4
8,Light Pollution,Monstercat 002 - Early Stage,Various Artists,2011-08-26,0,6xcYbG7vtFkOVhFkBJfOfN,0.46,0.805,9,-5.679,1,0.0369,3.99e-06,0.952,0.304,0.268,136.126,181779,4
9,Triceracops,Monstercat 002 - Early Stage,Various Artists,2011-08-26,0,5NQg8Jzw8AZDB15Y5qixs9,0.699,0.918,11,-5.15,0,0.0708,0.000175,0.864,0.0871,0.845,140.089,281143,4
10,The BASSEX,Monstercat 002 - Early Stage,Monstercat,2011-09-28,10,01xcZvs24xGNjTThGfnhMu,0.472,0.425,2,-9.555,1,0.0324,0.00866,0.312,0.369,0.0399,145.984,213699,4
11,Android,Monstercat 003 - Momentum,Various Artists,2011-11-07,0,5hR1i4H4PW8hga6dR4SnF0,0.663,0.849,5,-3.375,1,0.0377,0.00324,0.646,0.233,0.0577,140.044,309170,4
12,Division,Monstercat 003 - Momentum,Various Artists,2011-11-07,0,2fhd8tDAfPt1eKYhfep7DV,0.688,0.963,11,-6.028,0,0.0407,0.0029,0.883,0.24,0.258,140.023,370397,4
13,Insomnia,Monstercat 003 - Momentum,Various Artists,2011-11-07,0,2r6dGYnOEC6FeBssvbnnNc,0.461,0.658,6,-9.875,0,0.0793,0.0094,0.767,0.0945,0.0668,138.926,198267,4
14,Full Grizzly,Monstercat 003 - Momentum,Various Artists,2011-11-07,0,7CxcIVDnuOmU9skPj6B5BR,0.561,0.802,11,-5.747,1,0.0315,0.000729,0.762,0.331,0.305,139.923,212649,4
15,Elements of Sanity,Monstercat 003 - Momentum,Various Artists,2011-11-07,0,3eRhebqaEa9alsCDd8a2Iw,0.534,0.901,5,-8.896,1,0.157,0.45,0.804,0.107,0.433,139.968,228049,4
16,Cloak and Dagger,Monstercat 003 - Momentum,Various Artists,2011-11-07,0,5YffkYnx9R7g1rOsgcLEXx,0.546,0.933,5,-4.204,0,0.0511,0.00168,0.581,0.0759,0.155,145.12,254319,4
17,Oblivion,Monstercat 004 - Identity,Various Artists,2011-12-17,0,0Q5y6MzDI2chNwayATOPLY,0.515,0.938,7,-3.158,1,0.0345,0.00242,0.816,0.0636,0.312,140.058,237438,4
18,Party For The Living,Monstercat 004 - Identity,Various Artists,2011-12-17,0,3Glj20JAZduRdtFtAOjIGF,0.552,0.614,5,-12.041,0,0.0529,0.00166,0.838,0.0802,0.414,160.033,188953,4
19,Part Two (VIP Exclusive),Monstercat 004 - Identity,Various Artists,2011-12-17,0,2A7hkJxEfruTpTErSlBxjB,0.323,0.689,0,-7.63,0,0.0465,1.13e-05,0.894,0.0967,0.117,132.106,221828,4
20,Strongarm,Monstercat 004 - Identity,Various Artists,2011-12-17,0,4olRwKwPTrjFna3faxmMZJ,0.638,0.925,4,-5.243,0,0.0289,0.00821,0.782,0.0988,0.0322,139.938,253714,4
21,Kill It With Fire,Monstercat 004 - Identity,Various Artists,2011-12-17,0,0twctgxJZLnqGPWfuonaIg,0.748,0.894,11,-12.282,1,0.0608,0.00114,0.443,0.288,0.621,140.043,236571,4
22,Spazz Out,Monstercat 004 - Identity,Various Artists,2011-12-17,0,3LqJwljQXxLpuuiB6SDAox,0.668,0.941,5,-2.553,0,0.0684,0.02,0.003,0.802,0.0976,105.054,260571,3
23,Internet Rebellion,Monstercat 005 - Evolution,Various Artists,2012-02-13,0,6A51WARxmAoT8u8tGa2QNf,0.527,0.893,8,-3.937,1,0.472,0.0763,8.22e-06,0.612,0.62,69.921,182268,4
24,Backlash,Monstercat 005 - Evolution,Various Artists,2012-02-13,0,5eFQdnr327lJMlkdCnb3zq,0.619,0.882,2,-5.577,0,0.0529,7.39e-05,0.64,0.226,0.264,140.059,322286,4
25,Throne of Ravens,Monstercat 005 - Evolution,Various Artists,2012-02-13,0,1UzOftqwStVqNw6nzv9Dam,0.512,0.961,1,-5.792,1,0.0694,0.000141,0.873,0.142,0.299,140.062,281143,4
