,name,album,artist,release_date,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Du hast,Sehnsucht,Rammstein,1997-08-25,71,5awDvzxWfd53SSrsRZ8pXO,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227,4
1,The Trooper - 2015 Remaster,Piece of Mind (2015 Remaster),Iron Maiden,1983,71,4OROzZUy6gOWN4UGQVaZMF,0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,252733,4
2,Screaming Eagles,Coat of Arms,Sabaton,2010-05-21,52,5W8Iqq2Wl4yTW2Q6X47v7p,0.442,0.952,9,-2.765,0,0.0903,0.00283,0.000164,0.304,0.316,167.08,247520,4
3,Heartless Madness,The Dark Delight,Dynazty,2020-04-03,61,4QaxyJsbo5AR3bnEB7ko8h,0.429,0.942,2,-4.763,1,0.0519,7.15e-05,2.58e-05,0.213,0.571,153.061,239867,4
4,Dance Macabre,Prequelle,Ghost,2018-06-01,59,1E2WTcYLP1dFe1tiGDwRmT,0.619,0.696,7,-6.269,0,0.0315,1.89e-05,0.00555,0.38,0.727,125.986,219720,4
5,Can You Feel My Heart,Sempiternal (Expanded Edition),Bring Me The Horizon,2013-04-01,78,0WSa1sucoNRcEeULlZVQXj,0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,228147,5
6,VAMPIR (feat. Oli Sykes of Bring Me The Horizon),Kiss Of Death,IC3PEAK,2022-04-22,46,6LUq1OaSbPwURziaLXmOvZ,0.682,0.621,11,-12.246,1,0.0369,0.00379,0.0106,0.336,0.303,107.012,142250,4
7,Through The Fire And Flames,Inhuman Rampage,DragonForce,2006-01-09,64,2eB7JqIY4hTTSz31h6bjwR,0.153,0.953,0,-4.74,0,0.122,0.00152,0.0062,0.366,0.14,199.892,439120,4
8,Rainbow In The Dark,Holy Diver,Dio,1983,64,5qFxuUIAwJlzO60vqOiL7y,0.508,0.912,9,-8.049,0,0.0368,7.06e-05,0.403,0.0492,0.682,117.582,252693,4
9,Falling Away from Me,Issues,Korn,1999-11-09,70,2F6FfZ4w8z3eJpSxPotVO5,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,270920,4
10,Down with the Sickness,The Sickness,Disturbed,2000-03-07,74,40rvBMQizxkIqnjPdEWY1v,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,279213,4
11,Stormtroopers,The War to End All Wars,Sabaton,2022-03-04,65,7cUHFTxJhxtZ5tpY34SMRw,0.515,0.992,7,-6.32,1,0.08,0.0011,6.86e-06,0.382,0.112,122.017,236000,4
12,Snuff,All Hope Is Gone (10th Anniversary),Slipknot,2008-08-20,60,2vPZ4Lklyu75zBR3SgbFNI,0.544,0.69,6,-5.723,0,0.0425,0.012,0.0095,0.0615,0.219,123.962,276147,4
13,Breaking the Law,British Steel,Judas Priest,1980,68,2RaA6kIcvomt77qlIgGhCT,0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840,4
14,Hail to the King,Hail to the King,Avenged Sevenfold,2013-08-23,74,5anCkDvJ17aznvK5TED5uo,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,305907,4
15,Dark Side,Dark Side,Blind Channel,2021-01-21,64,1ovFnZv6mUe0LzAbfVqOmh,0.571,0.955,7,-3.795,1,0.105,0.00254,1.55e-06,0.274,0.437,98.01,177790,4
16,Y'all Want a Single,Take A Look In The Mirror,Korn,2003-11-19,60,2WSWm0zlL3CJRACHS5KXbB,0.756,0.811,0,-3.685,1,0.0836,0.0107,0.0,0.538,0.715,118.034,197907,4
17,Be Quiet and Drive (Far Away),Around the Fur,Deftones,1997-10-27,70,4Uiw0Sl9yskBaC6P4DcdVD,0.206,0.965,1,-5.116,1,0.079,9.91e-06,0.827,0.367,0.168,92.615,299867,4
18,Wasted Years - 2015 Remaster,Somewhere in Time (2015 Remaster),Iron Maiden,1986,63,1HM7Vp84E4SMzdrZONg6bH,0.314,0.959,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.492,154.221,309640,4
19,Stricken,Ten Thousand Fists,Disturbed,2005-09-19,70,6RJdYpFQwLyNfDc5FbjkgV,0.402,0.969,8,-2.825,1,0.181,9.14e-05,0.0325,0.225,0.262,173.847,245227,4
20,Wrong Side Of Heaven,The Wrong Side Of Heaven & The Righteous Side Of Hell,Five Finger Death Punch,2013-01-01,15,3kIUfM6UvDTKfQqIhmV7El,0.48,0.929,4,-4.575,0,0.0893,0.00835,0.0,0.218,0.545,150.009,271000,4
21,One,...And Justice For All,Metallica,1988-08-25,70,5IX4TbIR5mMHGE4wiWwKW0,0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,447440,3
22,Ich will,Mutter,Rammstein,2001-04-02,66,3X0K6fII7VIwL1URPrp8Ko,0.648,0.896,2,-4.254,1,0.041,0.00138,0.000819,0.0879,0.468,128.115,217107,4
23,Holy Diver,Holy Diver,Dio,1983,64,54yLLvpezvPO1lA3GspiZj,0.473,0.783,10,-10.671,0,0.0869,0.0125,0.475,0.268,0.124,91.976,340640,4
24,Winged Hussars,The Last Stand,Sabaton,2016-08-19,59,4HVuyLPE90zk19NYv55dzX,0.541,0.915,6,-5.368,0,0.0312,0.00536,0.000149,0.739,0.676,91.998,231522,4
25,Army Of The Night,Blessed & Possessed,Powerwolf,2015-05-18,49,2fSB8GJscOjU7TzDTeHCFR,0.422,0.969,1,-3.56,0,0.0556,0.00054,0.0,0.281,0.577,171.99,201387,4
26,Symphony Of Destruction,Countdown To Extinction,Megadeth,1992-07-14,70,51TG9W3y9qyO8BY5RXKgnZ,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733,4
27,Die MF Die,Life,Dope,2001-12-06,67,5bU4KX47KqtDKKaLM4QCzh,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,186067,4
28,Shotgun Blues,Servant Of The Mind (Deluxe),Volbeat,2021-12-03,65,2SMNxADB0ffqaIoOwl2x06,0.528,0.947,2,-7.175,1,0.0518,9.31e-06,0.0632,0.165,0.661,149.082,267827,4
29,Freak On a Leash,Follow The Leader,Korn,1998-08-18,73,6W21LNLz9Sw7sUSNWMSHRu,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293,255733,4
30,Square Hammer,Meliora (Redux),Ghost,2015-09-16,50,4AbGkIVQC5wLDPOFjdEjDu,0.526,0.894,2,-4.361,0,0.0447,3.24e-05,0.344,0.179,0.737,129.951,238200,4
31,Zick Zack,Zick Zack,Rammstein,2022-04-07,74,5hPxC9i9lj9pJwg7DK2MvC,0.669,0.812,5,-5.384,0,0.0679,0.00121,0.00113,0.0732,0.399,130.012,244365,4
32,The Last Stand,The Last Stand,Sabaton,2016-08-19,65,0bUgTRe5st6TMbRCEjKezX,0.519,0.935,7,-5.656,0,0.0423,0.00454,0.0,0.0661,0.498,104.044,235840,4
33,We Drink Your Blood,Blood of the Saints,Powerwolf,2011-08-02,58,3pWvRhml43vlUrGYlIzLM6,0.344,0.92,1,-5.122,0,0.0487,0.00634,0.0,0.0816,0.505,115.727,222560,4
34,Unsainted,We Are Not Your Kind,Slipknot,2019-08-09,71,5mpUKTdskZea0gStWzeHUZ,0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305,260773,4
35,Throne,That's The Spirit,Bring Me The Horizon,2015-09-11,71,0M3adYbGtyRHACP86dey1H,0.426,0.888,0,-3.72,0,0.0987,0.000455,0.0,0.306,0.387,144.111,191520,4
36,Tears Don't Fall,The Poison,Bullet For My Valentine,2005,63,5pKCDm2fw4k6D6C5Rk646C,0.214,0.931,7,-3.347,0,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,348387,4
37,Rules of Nature - Platinum Mix,METAL GEAR RISING REVENGEANCE Vocal Tracks Selection,Various Artists,2013-02-20,63,5ezkLDA74DwQhOROoDp2Pc,0.472,0.995,2,-4.04,1,0.0852,6.5e-05,0.137,0.133,0.203,130.017,150787,4
38,Mother,Danzig,Danzig,1988-01-01,72,7txxAtOMwLLnQTpKeBL6bp,0.365,0.763,11,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366,204867,4
39,Sad But True,Metallica,Metallica,1991-08-12,67,1PhLYngBKbeDtdmDzCg3Pb,0.633,0.846,7,-6.347,1,0.0337,0.000819,0.00139,0.0762,0.448,89.23,323933,4
40,Fear of the Dark - 2015 Remaster,Fear of the Dark (2015 Remaster),Iron Maiden,1992,68,6p8eFfPw3nQkf37aT3AkmK,0.308,0.866,2,-5.671,0,0.059,0.000739,0.00141,0.232,0.227,109.825,438120,4
41,The Unkillable Soldier,The War to End All Wars,Sabaton,2022-03-04,62,0gsCpWnPXzPqf0MoIh0Qbi,0.443,0.933,6,-7.018,0,0.0463,0.0051,0.0,0.345,0.517,154.055,251000,4
42,Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,2019-09-13,60,2HZLXBOnaSRhXStMLrq9fD,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,244804,4
43,Deutschland,Rammstein,Rammstein,2019-05-17,73,2bPGTMB5sFfFYQ2YvSmup0,0.521,0.895,7,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,322340,4
44,Gunman,Gunmen,Orden Ogan,2017-07-07,51,3Mz5lXbMBK2tUmKAwAJwi1,0.308,0.965,8,-3.172,1,0.0591,2.28e-05,0.0648,0.117,0.189,175.036,317733,4
45,Shut Me Up,You'll Rebel To Anything (Expanded and Remastered),Mindless Self Indulgence,2005,57,3oZUlZMXkj51AyYG8lGaE7,0.589,0.797,1,-4.213,1,0.173,0.000673,0.0,0.0246,0.787,174.039,168533,4
46,My Own Summer (Shove It),Around the Fur,Deftones,1997-10-27,71,1158ckiB5S4cpsdYHDB9IF,0.443,0.781,1,-4.277,1,0.0377,1.33e-05,0.205,0.166,0.372,71.841,214760,4
47,Only for the Weak,Clayman,In Flames,2000-07-03,61,0JBQnLKfLXmlkquabLtAgd,0.418,0.835,0,-4.824,0,0.0449,2.33e-06,0.766,0.289,0.549,104.986,294867,4
48,Hardrock Hallelujah,The Arockalypse,Lordi,2006,37,3vJyOVm78J3sMi8rzb6Z9m,0.551,0.9,3,-5.469,1,0.0499,0.000251,0.00143,0.0748,0.515,123.034,246826,4
49,Another Life,Disguise,Motionless In White,2019-06-07,68,0YZEYxd1oiqZRFhnnmTKKi,0.39,0.939,4,-3.828,0,0.0787,5.08e-05,0.0,0.0968,0.495,161.997,205394,4
0,The Trooper,Piece of Mind,Iron Maiden,1983,0,1W1Fchq0voTFhKGWmn57uW,0.285,0.866,4,-6.762,0,0.0674,0.0175,0.0575,0.541,0.62,162.307,250947,4
1,Ace of Spades,Ace of Spades (Deluxe Edition),Motörhead,1980-11-07,0,3AVZaAbDvR6rs2NN4n0aAF,0.321,0.99,6,-4.461,1,0.204,0.00248,0.00631,0.0924,0.209,140.574,166707,4
3,Paranoid,Paranoid (2009 Remastered Version),Black Sabbath,1970-09-18,76,1jzDzZWeSDBg5fhNc3tczV,0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,168440,4
6,Rock You Like a Hurricane - 2015 - Remaster,Love At First Sting,Scorpions,1984,0,5qrNtSNkPsWfjqaYNugzYT,0.402,0.873,4,-3.209,0,0.0586,0.00484,7.3e-05,0.157,0.684,125.443,253667,4
8,Wasted Years - 1998 Remaster,Somewhere In Time,Iron Maiden,1986,0,4PSiPZp8MYMDZzuBhCLgc6,0.242,0.953,4,-5.555,0,0.115,0.0605,3.38e-05,0.135,0.342,153.738,307573,4
9,Master Of Puppets,Master Of Puppets,Metallica,1986-03-03,0,6NwbeybX6TDtXlpXvnUOZC,0.538,0.872,4,-7.658,0,0.0361,0.000608,0.573,0.0946,0.593,105.102,516293,4
10,Highway Star - Remastered 2012,Machine Head (Remastered),Deep Purple,1972-03-25,65,3uMmllZo1AfoEnVT4ENCD3,0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,366136,4
11,Crazy Train,Blizzard of Ozz (Expanded Edition),Ozzy Osbourne,1980-09-20,8,2b9lp5A6CqSzwOrBfAFhof,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,296200,4
12,Kickstart My Heart,Dr. Feelgood,Mötley Crüe,1989,50,7GonnnalI2s19OCQO1J7Tf,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,282653,4
14,Heaven and Hell - 2009 Remaster,Heaven & Hell,Black Sabbath,1980-04-25,60,3HzWxmvpQU3QHQ59zw1X4V,0.333,0.445,3,-16.343,0,0.0283,0.00858,0.0451,0.167,0.35,89.371,417840,4
15,You've Got Another Thing Coming,Screaming For Vengeance (Expanded Edition),Judas Priest,1982,64,4f3RDq9nYPBeR1yMSgnmBm,0.519,0.833,6,-6.947,0,0.0496,0.00572,4.33e-06,0.104,0.532,138.225,310080,4
16,Cowboys from Hell,Cowboys from Hell,Pantera,1990-07-20,69,2SgbR6ttzoNlCRGQOKjrop,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,243533,4
17,Perfect Strangers,Perfect Strangers,Deep Purple,1984,0,521gC8oqqmUknLZpodHOh9,0.521,0.721,2,-7.699,1,0.0254,0.00348,0.0113,0.391,0.611,97.578,328427,4
18,Run to the Hills - 1998 Remastered Version,The Number Of The Beast (1998 Remastered Edition),Iron Maiden,1982,0,2JS1iE5A5RHvUPH5Zl9jlF,0.221,0.956,0,-4.641,1,0.0876,0.0103,0.000523,0.195,0.432,173.254,233960,4
19,Seek & Destroy,Kill 'Em All,Metallica,1983-07-25,0,1LDAh7QQnWvp3GJ9QDa1Pj,0.461,0.95,9,-6.189,1,0.179,0.0638,0.0149,0.211,0.535,140.77,415400,4
20,Iron Man,Paranoid (Remastered),Black Sabbath,1970-09-18,0,4HzdhXWJqczW6gOIXT6QRH,0.338,0.767,9,-11.51,1,0.0742,0.00344,0.00318,0.0384,0.516,154.97,354773,4
21,I Want Out,"Keeper of the Seven Keys, Pt. II (Bonus Track Edition)",Helloween,1988,0,07QREe91FdXnDtJ2cBAVUs,0.483,0.871,0,-8.033,1,0.041,0.000444,0.000498,0.287,0.58,90.98,280307,4
22,Poison,Trash,Alice Cooper,1989-07-25,71,5XcZRgJv3zMhTqCyESjQrF,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080,4
23,2 Minutes to Midnight - 1998 Remaster,Powerslave (1998 Remastered Edition),Iron Maiden,1984,0,6aYXSH9JZrD30Av2KlAOMY,0.459,0.953,4,-6.518,0,0.066,0.000275,0.000305,0.141,0.517,95.074,359760,4
24,Living After Midnight,British Steel,Judas Priest,1980,62,0IXpUl1fn2QZcBavfuq0H4,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133,4
25,Children of the Grave,Master Of Reality (Remastered),Black Sabbath,1971-07-21,0,00iV838pAEznn1qLoG8Rxy,0.319,0.65,6,-13.927,1,0.0375,0.0762,0.129,0.0962,0.383,149.886,317206,4
26,Smoke On The Water - Remastered 2012,Machine Head (Remastered),Deep Purple,1972-03-25,72,5MMnwYs0hIxkENRsbkWJ2G,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,340742,4
27,Mr. Crowley,Blizzard of Ozz (Expanded Edition),Ozzy Osbourne,1980-09-20,0,5XfWzGa5zuz88IOYbWNTMa,0.287,0.757,2,-6.482,0,0.0591,0.204,0.000294,0.359,0.357,108.554,302640,4
28,For Whom The Bell Tolls - Remastered,Ride The Lightning (Deluxe / Remastered),Metallica,1984-07-26,0,2S7dIlkIskYF2mv1R66O1m,0.518,0.858,0,-6.147,1,0.0672,0.00563,0.00349,0.0598,0.249,117.897,309973,4
29,Cum on Feel the Noize,Metal Health,Quiet Riot,1983,70,3vV3cr2TpPqFk07zxYUbla,0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,290960,4
30,Balls to the Wall,Balls To The Wall,Accept,1983,16,28sMmBCmfHoy6NjZnovEYG,0.544,0.739,9,-7.383,1,0.0517,0.00392,0.000143,0.168,0.328,118.287,342600,4
31,The Last In Line,The Last In Line (Deluxe Edition),Dio,1984,53,5fIZDuxfuM4tANRHZ8Btju,0.295,0.833,9,-8.279,0,0.0764,0.014,0.0683,0.0816,0.625,172.756,343173,4
32,The Number Of The Beast - 1998 Remastered Version,The Number Of The Beast (1998 Remastered Edition),Iron Maiden,1982,0,1s4Ie0cT6P73SRSfh3oyGW,0.42,0.93,2,-5.583,0,0.0638,0.0189,0.00675,0.264,0.344,99.641,291373,4
33,Strutter,Kiss (Remastered Version),KISS,1974-02-18,36,2GNat4nfktZONFZ7Cqm5Bq,0.511,0.912,1,-5.618,1,0.0594,0.0247,0.0553,0.0943,0.833,131.339,190867,4
34,Hot for Teacher - 2015 Remaster,1984 (Remastered),Van Halen,1984-01-04,66,6QDbGdbJ57Mtkflsg42WV5,0.552,0.947,2,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747,4
35,One,...And Justice For All,Metallica,1988-08-25,0,0kUBk3PnCat4oPvTlNsStp,0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,447440,3
36,War Pigs,Paranoid (Remastered),Black Sabbath,1970-09-18,0,4eZDMbQm12jmaTFT6fOBwo,0.445,0.612,9,-12.025,1,0.0589,0.118,0.00661,0.175,0.497,91.732,474400,4
37,Phantom of the Opera - 2015 Remaster,Iron Maiden (2015 Remaster),Iron Maiden,1980,56,14H2fE4WEdkEem0kjVeODT,0.319,0.952,4,-5.315,0,0.0723,6.28e-05,0.154,0.918,0.228,109.275,441467,4
38,I Wanna Rock,Stay Hungry,Twisted Sister,1984-05-10,70,70Z9t1qhytWtG4cCmmi7mU,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,179760,4
39,Stargazer,Rising,Rainbow,1976-01-01,58,1aDNYyeU62BuQsBAY18i48,0.166,0.948,11,-8.503,0,0.0631,0.00374,0.0131,0.769,0.476,177.495,506160,4
40,I Love It Loud,Creatures Of The Night,KISS,1982-10-13,60,7yDrKl1J4VWNbR4aLU3qJ7,0.414,0.897,5,-6.406,0,0.0538,0.000402,1.85e-06,0.0809,0.263,170.916,255427,4
41,Bark at the Moon,Bark At the Moon,Ozzy Osbourne,1983-12-10,0,2J420Sc7XqgKoEXPKl751p,0.333,0.934,9,-4.187,0,0.106,7.95e-05,0.00239,0.122,0.472,146.369,255293,4
42,"Girls, Girls, Girls","Girls, Girls, Girls",Mötley Crüe,1987,43,5xLyTbCFONUGUuG0LtUxjn,0.6,0.931,7,-4.647,1,0.0734,0.0296,7.1e-05,0.392,0.542,140.123,270427,4
43,Eruption - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,61,2tAeN2TKlQLOoSPXtARzBV,0.225,0.689,8,-9.12,1,0.0555,0.469,0.813,0.337,0.5,93.798,102080,4
44,Raining Blood,Reign In Blood (Expanded),Slayer,1986-01-01,0,4Yx9Tw9dTgQ8eGCq3PRDyn,0.301,0.995,1,-4.394,0,0.159,0.000417,0.295,0.125,0.0374,88.15,255187,4
45,In My Darkest Hour - Remastered,"So Far, So Good...So What! (2004 Remaster)",Megadeth,1988-01-26,57,5LO0sJCkNMZYLYeGOvblLu,0.322,0.978,9,-5.446,1,0.131,8.66e-05,0.266,0.136,0.271,112.878,386600,4
46,We Rock,The Last In Line,Dio,1984,52,6qxi41lmbH35MT29bqlL4k,0.327,0.873,9,-10.779,0,0.0514,4.99e-06,0.0172,0.247,0.48,153.012,273867,4
47,We're Not Gonna Take It,Stay Hungry,Twisted Sister,1984-05-10,72,1hlveB9M6ijHZRbzZ2teyh,0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186,219667,4
48,Panama - 2015 Remaster,1984 (Remastered),Van Halen,1984-01-04,71,05RgAMGypEvqhNs5hPCbMS,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227,4
49,No More Tears,No More Tears (Expanded Edition),Ozzy Osbourne,1991-09-17,65,7w6PJe5KBPyvuRYxFkPssC,0.346,0.749,6,-6.506,1,0.035,0.00167,8.86e-05,0.648,0.315,102.591,443240,4
50,Rock And Roll All Nite,Dressed To Kill (Remastered Version),KISS,1975-03-19,48,0fCWbJq1hagsRgShtn6gIU,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,168840,4
51,Shout At The Devil,Shout At The Devil,Mötley Crüe,1983,39,1hqrYSqvNc9x3BETX1cZhk,0.489,0.953,0,-4.615,1,0.0858,0.02,0.00021,0.113,0.447,94.443,195853,4
52,Wild Child,The Last Command,W.A.S.P.,1985,0,6xoy7rjhumfn7cbq3mpnUk,0.357,0.897,1,-6.37,1,0.0452,0.00938,0.00107,0.318,0.406,146.272,312573,4
53,Killed by Death,No Remorse (Deluxe Edition),Motörhead,1984-09-15,0,4W2CRPuOl8wN3aR7QmOmQE,0.379,0.953,4,-4.969,0,0.0527,4.92e-05,0.000646,0.303,0.268,134.579,278307,4
54,You Shook Me All Night Long,Back In Black,AC/DC,1980-07-25,78,2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
55,The Kids Are Back,You Can't Stop Rock 'N' Roll,Twisted Sister,1983-06-15,56,7xzmJPFQAn0O1ZYYtbGRlz,0.557,0.843,0,-4.338,1,0.131,0.00366,1.83e-06,0.218,0.547,138.339,198800,4
56,Shot in the Dark,The Ultimate Sin,Ozzy Osbourne,1986-02-22,61,31dqpLUModJWNbxrXu6TWd,0.581,0.791,6,-7.262,1,0.0324,0.00835,6.02e-05,0.142,0.619,123.887,256293,3
57,Heavy Metal,Standing Hampton,Sammy Hagar,1981-01-01,62,1XxUDJp9zsjd6tBSvE3la4,0.276,0.639,2,-11.674,1,0.0471,0.0178,0.0,0.292,0.643,186.502,230507,4
58,Big City Nights - 2015 - Remaster,Love At First Sting,Scorpions,1984,0,0VLxw3HiC9deFFOMHutCUK,0.499,0.936,9,-3.031,0,0.069,0.000636,0.0025,0.0658,0.662,137.627,249147,4
59,I Wanna Be Somebody,W.A.S.P.,W.A.S.P.,1984,0,395uj20WFZvffLXIGFD0u6,0.274,0.859,1,-6.036,0,0.0553,3.71e-05,7.72e-06,0.275,0.529,164.26,223813,4
60,Modern Day Cowboy,Mechanical Resonance,Tesla,1986-01-01,57,5ZIU2kT1wNjQNclQeVCz5O,0.445,0.768,4,-8.836,1,0.0347,0.0127,2.58e-06,0.0925,0.32,112.796,318227,4
61,Looks That Kill,Shout At The Devil,Mötley Crüe,1983,35,5uRN4EmPA7BWs5f4xsIl0Z,0.485,0.945,0,-5.954,1,0.0402,0.0033,0.00525,0.0997,0.731,135.957,249013,4
62,Tornado Of Souls - Remastered 2004,Rust In Peace (Expanded Edition),Megadeth,1990-10-04,63,4E5xVW505akJX0wcKj8Mpd,0.519,0.982,7,-3.547,1,0.108,0.00203,0.00055,0.0971,0.361,97.745,319267,4
63,Overkill,Overkill (Deluxe Edition),Motörhead,1979-03-24,0,1Krtfh550kyhfWPcRp6SnD,0.27,0.886,11,-6.899,1,0.117,7.5e-06,0.0243,0.0899,0.192,119.285,313520,4
64,Thunderstruck,The Razors Edge,AC/DC,1990-09-24,81,57bgtoPSgt236HzfBOd8kj,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
65,I Was Made For Lovin' You,Dynasty,KISS,1979-03-23,79,07q0QVgO56EorrSGHC48y3,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,271240,4
66,No One Like You - 2015 Remaster,Blackout,Scorpions,1982-03-29,55,0hLQWHwB6GZlkASpS7DkdW,0.441,0.796,9,-2.851,0,0.0431,0.0167,2.52e-06,0.166,0.696,118.146,238867,4
67,Live Wire,Too Fast For Love,Mötley Crüe,1981,36,06EC9TibZK2mACTZ2usK1h,0.422,0.901,7,-6.655,0,0.0631,9.22e-05,6.78e-06,0.56,0.673,112.445,194587,4
68,Princess of the Night,Denim and Leather,Saxon,1981-10-05,47,6SUudbR4vTazN9Jb7QWQn5,0.33,0.841,1,-5.303,1,0.0562,0.000292,0.000262,0.061,0.672,106.807,242453,4
69,South Of Heaven,South Of Heaven,Slayer,1988-01-01,60,3U9gogDStAfWxSm91PJuxb,0.31,0.991,5,-3.769,0,0.316,0.000132,0.085,0.0969,0.0395,140.071,298533,4
70,Long Live Rock N Roll,Long Live Rock N Roll (Deluxe Edition),Rainbow,1978,54,2lRhq1ZfHNiaVNHkTWeXUv,0.345,0.924,7,-7.767,0,0.0553,0.00376,0.0,0.122,0.434,142.378,261733,4
71,Blackout - 2015 Remaster,Blackout,Scorpions,1982-03-29,43,288cy2QRIj1CA7s1Ifu0ip,0.186,0.943,9,-2.154,1,0.0874,0.0068,0.0622,0.59,0.603,179.557,230840,4
72,Metal Health (Bang Your Head),Metal Health,Quiet Riot,1983,61,28clONjZmul6FjfO6tZQDE,0.494,0.933,2,-5.977,1,0.0808,0.0434,0.00108,0.228,0.507,121.201,316867,4
73,Back In Black,Back In Black,AC/DC,1980-07-25,82,08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
74,Runnin' with the Devil - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,67,3KhF2YiNpJvGpfiCW45R6D,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960,4
75,Race with the Devil,Demolition,Girlschool,1980-06-30,51,3D8KAebbZgAFdVjTrsNgOI,0.21,0.882,0,-6.942,0,0.111,0.000238,0.671,0.318,0.329,169.758,171960,4
76,Madhouse,Spreading The Disease,Anthrax,1985-10,0,6DRvu6LgU0wRF6Yr7WHRji,0.331,0.79,9,-11.612,0,0.078,0.00279,0.0953,0.334,0.604,163.479,259933,4
77,Am I Demon,Danzig,Danzig,1988-01-01,0,2Bt7cSAgiPWpM2dOU6VAg1,0.37,0.922,2,-9.098,1,0.058,0.000107,0.00882,0.0974,0.333,134.857,297293,4
78,Wheels of Steel - 2009 Remastered Version,Wheels of Steel (2009 Remastered Version),Saxon,1980,50,4ie42LCUKcp68EnZOMw9PG,0.539,0.783,8,-6.651,1,0.0517,0.00147,0.742,0.151,0.143,131.374,358698,4
79,Highway to Hell,Highway to Hell,AC/DC,1979-07-27,81,2zYzyRzz6pRmhPzyfMEC8s,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
80,Fight Fire With Fire - Remastered,Ride The Lightning (Deluxe / Remastered),Metallica,1984-07-26,0,2tfJfHUDg7w1FuiIoXuDVw,0.283,0.988,0,-7.017,1,0.111,3.75e-05,0.728,0.0712,0.133,90.791,284507,4
81,Fast As A Shark,Restless And Wild,Accept,1982,44,1zFarlqzxsE9I3QiwrdwJN,0.434,0.92,2,-14.802,1,0.0919,5.4e-05,0.397,0.379,0.175,139.803,229867,4
82,Beyond the Realms of Death,Stained Class,Judas Priest,1978-10-27,53,3Rtv6zRNKpeSygXoaF9kCm,0.287,0.716,11,-5.653,0,0.0311,0.0381,3.24e-05,0.164,0.544,172.123,409800,4
